,budget,popularity,runtime,revenue,revenue_M,budget_M,belongs_to_collection_size,cast_size,crew_size,flg_homepage,flg_belongs_to_collection_size,genres_Adventure,actors_Tyrese Gibson,movie_Director_Peter Jackson
757,80000000,7.210383,88.0,163733697,163.73,80.0,0,25.0,20.0,0,0,0,0,0
758,0,6.117335,99.0,24134,0.02,0.0,0,15.0,11.0,0,0,0,0,0
759,23000000,9.604552,124.0,29541790,29.54,23.0,0,42.0,58.0,1,0,0,0,0
760,6500000,9.369527,92.0,24793509,24.79,6.5,0,45.0,112.0,0,0,0,0,0
761,15000000,7.844705,95.0,59209,0.06,15.0,0,20.0,13.0,0,0,0,0,0
762,2000000,9.02255,137.0,70000000,70.0,2.0,0,34.0,43.0,0,0,0,0,0
763,200000000,26.114917000000002,116.0,531865000,531.86,200.0,1,22.0,31.0,1,1,0,0,0
764,0,2.132858,115.0,8800000,8.8,0.0,0,29.0,15.0,0,0,0,0,0
765,105000000,7.291872,114.0,133718711,133.72,105.0,0,14.0,144.0,1,0,0,0,0
766,40000000,6.159379,107.0,24719215,24.72,40.0,0,38.0,10.0,1,0,1,0,0
767,20000000,16.205105,113.0,121463226,121.46,20.0,0,54.0,16.0,1,0,0,0,0
768,0,6.15698,98.0,2262223,2.26,0.0,0,6.0,13.0,1,0,0,0,0
769,16000000,2.549325,105.0,4192440,4.19,16.0,0,8.0,9.0,0,0,0,0,0
770,50000000,10.223582,139.0,25035950,25.04,50.0,0,39.0,71.0,1,0,0,0,0
771,9000000,2.089842,135.0,18130000,18.13,9.0,0,4.0,5.0,1,0,0,0,0
772,0,5.063701,110.0,5926128,5.93,0.0,0,17.0,26.0,0,0,0,0,0
773,0,0.0012720000000000001,75.0,48752,0.05,0.0,0,0.0,2.0,0,0,0,0,0
774,0,14.679860000000001,97.0,3317662,3.32,0.0,0,11.0,55.0,0,0,0,0,0
775,0,2.92387,40.0,7732325,7.73,0.0,0,3.0,11.0,1,0,0,0,0
776,130000000,9.566135000000001,165.0,49554002,49.55,130.0,0,45.0,101.0,0,0,0,0,0
777,150000000,15.884744,103.0,331957105,331.96,150.0,0,18.0,99.0,1,0,1,0,0
778,22500000,18.908782000000002,116.0,29252978,29.25,22.5,0,63.0,121.0,1,0,0,0,0
779,0,12.553657000000001,112.0,55447968,55.45,0.0,0,15.0,28.0,1,0,0,0,0
780,5000000,8.645067,87.0,3305592,3.31,5.0,0,22.0,59.0,1,0,0,0,0
781,13000000,4.654312,123.0,1646788,1.65,13.0,0,40.0,57.0,1,0,0,0,0
782,40000000,13.689855,108.0,332000000,332.0,40.0,1,55.0,29.0,1,1,1,0,0
783,0,4.582718,105.0,22697691,22.7,0.0,0,27.0,32.0,0,0,0,0,0
784,0,2.614785,90.0,12416686,12.42,0.0,0,7.0,8.0,0,0,0,0,0
785,2500000,2.296734,95.0,764083,0.76,2.5,0,6.0,2.0,0,0,0,0,0
786,19000000,8.385361,95.0,70067909,70.07,19.0,1,67.0,31.0,1,1,0,0,0
787,1601792,2.329513,96.0,253527,0.25,1.6,0,15.0,4.0,0,0,0,0,0
788,0,3.457153,89.0,2334228,2.33,0.0,0,4.0,3.0,1,0,1,0,0
789,94000000,6.587711,145.0,95311434,95.31,94.0,0,8.0,45.0,1,0,0,0,0
790,1300000,5.184012999999999,99.0,72266306,72.27,1.3,0,19.0,13.0,0,0,0,0,0
791,40000000,17.496832,83.0,222300000,222.3,40.0,1,12.0,48.0,0,1,0,0,0
792,13000000,10.890236,83.0,73180723,73.18,13.0,0,15.0,122.0,0,0,0,0,0
793,40000000,2.9474110000000002,93.0,10959475,10.96,40.0,0,10.0,17.0,0,0,1,0,0
794,25000000,14.141836999999999,116.0,93617009,93.62,25.0,0,72.0,61.0,1,0,0,0,0
795,13000000,24.515462,90.0,20560255,20.56,13.0,1,29.0,27.0,0,1,0,0,0
796,8000000,4.222195,133.0,33579813,33.58,8.0,0,8.0,10.0,1,0,0,0,0
797,0,5.159349,102.0,4631,0.0,0.0,0,11.0,2.0,1,0,0,0,0
798,0,3.215954,89.0,66456,0.07,0.0,0,27.0,41.0,1,0,0,0,0
799,110000000,16.747792999999998,117.0,177238796,177.24,110.0,0,60.0,107.0,1,0,1,0,0
800,5000000,8.585856,108.0,58978653,58.98,5.0,0,19.0,44.0,1,0,0,0,0
801,3000000,12.822085000000001,94.0,14016568,14.02,3.0,0,22.0,15.0,1,0,0,0,0
802,7000000,3.18614,108.0,453079,0.45,7.0,0,16.0,19.0,1,0,0,0,0
803,15000000,11.179855,83.0,32056467,32.06,15.0,0,15.0,15.0,0,0,0,0,0
804,20000000,10.605851,72.0,135680000,135.68,20.0,1,9.0,10.0,0,1,1,0,0
805,14000000,11.535478,119.0,13551174,13.55,14.0,0,18.0,8.0,0,0,0,0,0
806,3000000,7.3510279999999995,100.0,18492362,18.49,3.0,1,16.0,6.0,1,1,0,0,0
807,0,4.433261,150.0,138730,0.14,0.0,0,24.0,23.0,0,0,0,0,0
808,0,13.567726,90.0,32846,0.03,0.0,0,6.0,26.0,0,0,0,0,0
809,75000000,18.311054000000002,121.0,220021259,220.02,75.0,1,17.0,29.0,1,1,0,0,0
810,42000000,9.874042999999999,124.0,363889678,363.89,42.0,0,27.0,11.0,1,0,0,0,0
811,0,5.50751,113.0,1400000,1.4,0.0,0,4.0,2.0,0,0,0,0,0
812,33000000,11.840557,98.0,244386864,244.39,33.0,1,22.0,17.0,0,1,0,0,0
813,15000000,3.94159,95.0,21000000,21.0,15.0,0,8.0,3.0,0,0,0,0,0
814,50000000,12.229381,97.0,42277365,42.28,50.0,1,17.0,33.0,1,1,1,0,0
815,32000000,11.119707,96.0,60740827,60.74,32.0,0,15.0,35.0,0,0,0,0,0
816,12000000,9.592265,92.0,41205099,41.21,12.0,0,17.0,10.0,0,0,0,0,0
817,100000,1.522753,90.0,22000000,22.0,0.1,0,5.0,9.0,0,0,0,0,0
818,90000000,14.307672,92.0,233755553,233.76,90.0,1,27.0,12.0,1,1,1,0,0
819,1000000,2.678923,107.0,2402459,2.4,1.0,0,8.0,8.0,0,0,0,0,0
820,4000000,5.350658,99.0,9221,0.01,4.0,0,23.0,37.0,0,0,0,0,0
821,886000,6.5075970000000005,103.0,2600000,2.6,0.89,0,9.0,16.0,0,0,0,0,0
822,50000000,9.082538000000001,107.0,170128460,170.13,50.0,0,18.0,13.0,1,0,0,0,0
823,0,9.555852,81.0,1250000,1.25,0.0,0,9.0,13.0,0,0,0,0,0
824,110000000,8.555544,76.0,103951461,103.95,110.0,0,21.0,76.0,1,0,0,0,0
825,2700000,7.048957000000001,80.0,15992615,15.99,2.7,1,10.0,15.0,1,1,0,0,0
826,3860000,8.959821,130.0,64076736,64.08,3.86,0,14.0,10.0,0,0,0,0,0
827,10000000,3.7593010000000002,89.0,150000000,150.0,10.0,0,9.0,2.0,0,0,0,0,0
828,54000000,11.415316,121.0,7266209,7.27,54.0,0,18.0,27.0,1,0,0,0,0
829,500000,0.892007,78.0,11276,0.01,0.5,0,5.0,2.0,1,0,0,0,0
830,6000000,2.447359,139.0,161000000,161.0,6.0,0,10.0,18.0,0,0,0,0,0
831,12000000,8.032616,110.0,3148182,3.15,12.0,0,47.0,14.0,0,0,0,0,0
832,150000000,28.505340999999998,140.0,374218673,374.22,150.0,1,113.0,137.0,1,1,0,0,0
833,14500000,5.892859,82.0,65497208,65.5,14.5,1,33.0,7.0,0,1,0,0,0
834,30000000,10.778027999999999,98.0,36160375,36.16,30.0,0,17.0,22.0,1,0,0,0,0
835,0,0.9127299999999999,91.0,1305887,1.31,0.0,0,5.0,2.0,0,0,0,0,0
836,0,8.870325,100.0,21520719,21.52,0.0,0,10.0,15.0,0,0,0,0,0
837,150000000,29.36178,120.0,378858340,378.86,150.0,1,60.0,76.0,1,1,1,0,0
838,0,7.464981,126.0,16803753,16.8,0.0,0,8.0,3.0,1,0,0,0,0
839,4000000,5.296777,86.0,9797098,9.8,4.0,0,13.0,21.0,0,0,0,0,0
840,10721568,1.68625,122.0,2978994,2.98,10.72,0,9.0,19.0,1,0,0,0,0
841,0,4.581576999999999,97.0,11449638,11.45,0.0,0,21.0,30.0,0,0,0,0,0
842,0,0.727837,104.0,369975,0.37,0.0,0,10.0,2.0,0,0,0,0,0
843,20000000,5.219666999999999,85.0,27187375,27.19,20.0,0,22.0,3.0,1,0,1,0,0
844,355000,7.503125999999999,72.0,1012189,1.01,0.36,1,26.0,14.0,0,1,0,0,0
845,54000000,17.185349,162.0,136766062,136.77,54.0,1,38.0,24.0,1,1,0,0,0
846,20000000,16.01076,120.0,7227038,7.23,20.0,0,96.0,84.0,1,0,1,0,0
847,24000000,2.8188020000000003,102.0,2642983,2.64,24.0,0,8.0,16.0,0,0,0,0,0
848,6400000,1.8561009999999998,140.0,18000000,18.0,6.4,0,16.0,19.0,0,0,0,0,0
849,90000000,8.159556,87.0,8500000,8.5,90.0,0,36.0,20.0,0,0,0,0,0
850,6000000,9.424157000000001,121.0,48027970,48.03,6.0,0,16.0,38.0,0,0,0,0,0
851,15000000,2.936443,90.0,2042530,2.04,15.0,0,7.0,3.0,0,0,0,0,0
852,0,13.177741000000001,108.0,152761,0.15,0.0,0,26.0,6.0,0,0,0,0,0
853,0,6.853782000000001,111.0,36611610,36.61,0.0,0,21.0,4.0,0,0,0,0,0
854,2196531,0.947509,107.0,2411594,2.41,2.2,0,6.0,3.0,0,0,0,0,0
855,0,1.199003,105.0,887029,0.89,0.0,0,5.0,10.0,1,0,0,0,0
856,7000000,11.37237,109.0,10000000,10.0,7.0,0,13.0,14.0,0,0,0,0,0
857,59000000,17.328902,81.0,383257136,383.26,59.0,1,18.0,58.0,1,1,1,0,0
858,9750000,11.387338,99.0,558000,0.56,9.75,0,32.0,80.0,1,0,0,0,0
859,13000000,5.532019999999999,115.0,8038508,8.04,13.0,0,18.0,22.0,0,0,0,0,0
860,24000000,4.197544000000001,89.0,14782676,14.78,24.0,0,11.0,5.0,0,0,0,0,0
861,17000000,12.01525,91.0,97542952,97.54,17.0,0,14.0,51.0,1,0,0,0,0
862,0,0.007294,82.0,26488,0.03,0.0,0,12.0,11.0,0,0,0,0,0
863,0,2.2013700000000003,87.0,2642899,2.64,0.0,0,6.0,11.0,1,0,0,0,0
864,0,1.489895,111.0,634074,0.63,0.0,0,18.0,15.0,1,0,0,0,0
865,50000000,5.91265,114.0,9448082,9.45,50.0,0,14.0,5.0,0,0,0,0,0
866,151000,1.879162,91.0,8000000,8.0,0.15,0,12.0,4.0,0,0,0,0,0
867,0,1.404434,109.0,135893,0.14,0.0,0,19.0,8.0,0,0,0,0,0
868,88000000,6.363884,144.0,108539911,108.54,88.0,0,68.0,45.0,1,0,0,0,0
869,31000000,15.672195,125.0,28000000,28.0,31.0,0,35.0,32.0,0,0,0,0,0
870,4000000,6.7371419999999995,85.0,6101046,6.1,4.0,0,31.0,3.0,1,0,1,0,0
871,0,6.065049,124.0,48720000,48.72,0.0,1,15.0,2.0,0,1,0,0,0
872,0,1.6899259999999998,108.0,3106835,3.11,0.0,0,8.0,4.0,0,0,0,0,0
873,50000000,6.752119,135.0,10382407,10.38,50.0,0,11.0,10.0,0,0,0,0,0
874,15000000,16.018525,100.0,146497771,146.5,15.0,0,7.0,14.0,1,0,0,0,0
875,36000000,7.926621000000001,95.0,50159144,50.16,36.0,0,15.0,16.0,0,0,0,0,0
876,0,3.043177,136.0,42160849,42.16,0.0,0,15.0,2.0,0,0,0,0,0
877,50000000,9.995617,84.0,38502340,38.5,50.0,0,20.0,85.0,0,0,0,0,0
878,0,8.207548,107.0,3572443,3.57,0.0,1,16.0,17.0,0,1,0,0,0
879,13000000,11.293560000000001,93.0,48065672,48.07,13.0,0,13.0,26.0,0,0,0,0,0
880,7700000,6.9146149999999995,123.0,1072602,1.07,7.7,0,14.0,55.0,0,0,0,0,0
881,200000000,17.285093,108.0,1025491110,1025.49,200.0,1,35.0,24.0,1,1,1,0,0
882,57000000,9.421301,95.0,149217355,149.22,57.0,1,11.0,35.0,1,1,0,0,0
883,25000000,14.31675,117.0,77278331,77.28,25.0,0,16.0,56.0,1,0,0,0,0
884,0,2.115609,85.0,18315000,18.32,0.0,1,5.0,3.0,0,1,1,0,0
885,0,6.970037,104.0,49579269,49.58,0.0,1,16.0,10.0,0,1,0,0,0
886,0,0.223633,100.0,306,0.0,0.0,0,4.0,3.0,0,0,0,0,0
887,20000000,10.680121,128.0,54586584,54.59,20.0,0,13.0,6.0,1,0,0,0,0
888,5000000,6.719949000000001,95.0,368744044,368.74,5.0,1,16.0,9.0,0,1,0,0,0
889,0,1.818561,94.0,13102295,13.1,0.0,0,23.0,59.0,0,0,0,0,0
890,0,1.698895,105.0,8125592,8.13,0.0,0,6.0,11.0,0,0,1,0,0
891,37000000,10.722672,110.0,37962774,37.96,37.0,0,10.0,11.0,0,0,0,0,0
892,0,2.564695,89.0,386749,0.39,0.0,0,3.0,1.0,1,0,0,0,0
893,25000000,6.570917999999999,100.0,13000000,13.0,25.0,0,14.0,4.0,0,0,0,0,0
894,50000000,6.824871000000001,113.0,100020092,100.02,50.0,0,16.0,107.0,0,0,0,0,0
895,0,3.507084,111.0,5438927,5.44,0.0,0,17.0,13.0,0,0,1,0,0
896,12000000,14.21769,104.0,114194847,114.19,12.0,1,114.0,30.0,0,1,0,0,0
897,20000000,8.157587,121.0,18432000,18.43,20.0,0,15.0,19.0,0,0,1,0,0
898,0,5.7873339999999995,88.0,16627188,16.63,0.0,0,35.0,36.0,0,0,1,0,0
899,12000000,1.323587,185.0,19000000,19.0,12.0,0,24.0,17.0,0,0,0,0,0
900,20000000,11.112153,93.0,16863583,16.86,20.0,0,22.0,20.0,0,0,0,0,0
901,0,1.5688389999999999,95.0,52164,0.05,0.0,0,1.0,3.0,0,0,0,0,0
902,185000000,12.577266,122.0,786636033,786.64,185.0,1,38.0,14.0,1,1,1,0,0
903,0,1.833948,113.0,14134877,14.13,0.0,0,12.0,4.0,0,0,1,0,0
904,100000000,13.473381,90.0,202026112,202.03,100.0,0,15.0,38.0,1,0,0,0,0
905,16000000,8.34322,96.0,92823546,92.82,16.0,0,16.0,18.0,0,0,0,0,0
906,250000000,20.58258,165.0,1084939099,1084.94,250.0,1,0.0,0.0,1,1,0,0,0
907,31000000,14.004074,161.0,128499205,128.5,31.0,0,17.0,21.0,0,0,0,0,0
908,9600000,6.133744999999999,121.0,2541554,2.54,9.6,0,42.0,4.0,0,0,0,0,0
909,0,6.770051,84.0,30668,0.03,0.0,0,41.0,43.0,0,0,0,0,0
910,0,4.333616999999999,89.0,2340,0.0,0.0,0,5.0,2.0,1,0,0,0,0
911,3500000,1.333969,105.0,1492523,1.49,3.5,0,2.0,4.0,0,0,1,0,0
912,25000000,11.829231,105.0,2054941,2.05,25.0,0,13.0,2.0,0,0,0,0,0
913,50000000,7.661239999999999,121.0,50068310,50.07,50.0,0,11.0,18.0,0,0,0,0,0
914,9000000,8.475983,120.0,4600000,4.6,9.0,0,26.0,35.0,1,0,0,0,0
915,0,7.916658,134.0,61700000,61.7,0.0,1,11.0,5.0,1,1,0,0,0
916,6500000,8.344282000000002,98.0,28451622,28.45,6.5,0,17.0,8.0,0,0,0,0,0
917,0,1.679042,80.0,3662459,3.66,0.0,0,13.0,4.0,0,0,0,0,0
918,940000,0.739665,138.0,5100000,5.1,0.94,0,9.0,13.0,0,0,0,0,0
919,0,1.047417,96.0,3832228,3.83,0.0,0,7.0,5.0,0,0,0,0,0
920,0,5.3837660000000005,97.0,2683519,2.68,0.0,1,11.0,2.0,0,1,0,0,0
921,5000000,6.585405000000001,96.0,11642254,11.64,5.0,1,19.0,12.0,0,1,0,0,0
922,0,10.177977,78.0,35348597,35.35,0.0,1,15.0,23.0,0,1,1,0,0
923,7000000,7.2189570000000005,127.0,191125,0.19,7.0,0,13.0,2.0,0,0,0,0,0
924,0,1.926826,95.0,850259,0.85,0.0,0,21.0,15.0,0,0,0,0,0
925,5000000,7.392294000000001,91.0,75143,0.08,5.0,0,10.0,6.0,0,0,0,0,0
926,40000000,7.473717999999999,123.0,96618699,96.62,40.0,1,16.0,77.0,0,1,0,0,0
927,195000000,11.606061,114.0,197687603,197.69,195.0,0,46.0,108.0,1,0,0,0,0
928,0,5.093586,99.0,641,0.0,0.0,0,10.0,9.0,0,0,1,0,0
929,5000000,9.841623,116.0,42365581,42.37,5.0,0,37.0,16.0,0,0,1,0,0
930,28000000,10.445141,102.0,58795814,58.8,28.0,1,21.0,50.0,0,1,0,0,0
931,143149,0.091951,94.0,645135,0.65,0.14,0,16.0,9.0,1,0,1,0,0
932,57000000,11.626116,115.0,159055768,159.06,57.0,0,22.0,124.0,1,0,0,0,0
933,163000000,10.958669,119.0,174822325,174.82,163.0,0,23.0,127.0,1,0,0,0,0
934,40000000,49.247505,122.0,171539887,171.54,40.0,1,0.0,0.0,1,1,0,0,0
935,0,6.816275999999999,93.0,4215859,4.22,0.0,0,10.0,3.0,0,0,0,0,0
936,0,0.569463,181.0,14000000,14.0,0.0,0,16.0,16.0,0,0,0,0,0
937,0,1.54105,100.0,37884,0.04,0.0,0,45.0,10.0,0,0,0,0,0
938,1500000,5.875708,90.0,1938,0.0,1.5,0,11.0,13.0,0,0,0,0,0
939,558000,1.41344,89.0,2227000,2.23,0.56,0,16.0,11.0,0,0,0,0,0
940,8000000,5.052049,112.0,18948425,18.95,8.0,0,29.0,30.0,1,0,0,0,0
941,180000000,19.467404000000002,97.0,758539785,758.54,180.0,0,82.0,14.0,1,0,1,0,0
942,2000000,12.792394,85.0,4635300,4.64,2.0,0,12.0,27.0,0,0,0,0,0
943,0,6.080108,75.0,28023563,28.02,0.0,1,4.0,17.0,1,1,1,0,0
944,16000000,4.136356,120.0,11301649,11.3,16.0,0,13.0,13.0,0,0,1,0,0
945,35000000,4.386145,114.0,43650785,43.65,35.0,0,12.0,2.0,0,0,0,0,0
946,100000000,12.845044999999999,103.0,278731369,278.73,100.0,0,46.0,30.0,1,0,0,0,0
947,0,1.9541529999999998,89.0,124693,0.12,0.0,0,2.0,12.0,0,0,0,0,0
948,44000000,11.924462,96.0,300400432,300.4,44.0,1,19.0,26.0,0,1,1,0,0
949,13000000,1.884204,100.0,8475466,8.48,13.0,0,18.0,13.0,0,0,0,0,0
950,40000000,5.996407,120.0,8251071,8.25,40.0,0,8.0,5.0,0,0,0,0,0
951,25530000,4.5570059999999994,95.0,20080020,20.08,25.53,0,7.0,2.0,0,0,1,0,0
952,0,0.985785,93.0,1000000,1.0,0.0,0,6.0,10.0,0,0,0,0,0
953,17000000,7.812646000000001,111.0,73244881,73.24,17.0,0,49.0,3.0,0,0,0,0,0
954,0,12.945544,120.0,1982505,1.98,0.0,0,8.0,20.0,0,0,0,0,0
955,13000000,5.138408999999999,95.0,1832541,1.83,13.0,0,8.0,3.0,0,0,0,0,0
956,0,5.416273,89.0,1301696,1.3,0.0,0,11.0,17.0,0,0,0,0,0
957,2600000,3.501564,103.0,1479042,1.48,2.6,0,36.0,21.0,0,0,0,0,0
958,50000000,10.246172999999999,118.0,142851197,142.85,50.0,0,28.0,41.0,1,0,0,0,0
959,0,11.492174,106.0,65088797,65.09,0.0,0,14.0,19.0,0,0,0,0,0
960,0,9.221178,115.0,83027924,83.03,0.0,1,27.0,4.0,0,1,0,0,0
961,250000000,19.083723000000003,153.0,933959197,933.96,250.0,1,49.0,27.0,1,1,1,0,0
962,19000000,9.262184,118.0,141407024,141.41,19.0,1,32.0,20.0,0,1,0,0,0
963,11000000,8.888717999999999,101.0,807535,0.81,11.0,0,14.0,14.0,0,0,0,0,0
964,800000,11.322173,121.0,921548,0.92,0.8,0,8.0,30.0,0,0,0,0,0
965,25000000,9.304901,93.0,36400360,36.4,25.0,1,15.0,8.0,0,1,0,0,0
966,0,7.832484,119.0,30229977,30.23,0.0,0,23.0,69.0,0,0,0,0,0
967,3000000,5.254847,106.0,15119639,15.12,3.0,0,14.0,12.0,0,0,0,0,0
968,60000000,6.22229,91.0,163403799,163.4,60.0,0,22.0,19.0,1,0,0,0,0
969,80000000,14.75562,103.0,274470394,274.47,80.0,1,22.0,111.0,1,1,1,0,0
970,4200000,2.031919,146.0,10000000,10.0,4.2,0,6.0,7.0,0,0,0,0,0
971,13000000,14.901689999999999,112.0,318000141,318.0,13.0,1,23.0,50.0,1,1,0,0,0
972,8500000,12.421754,138.0,70600000,70.6,8.5,0,52.0,15.0,0,0,0,0,0
973,11000000,9.659244000000001,106.0,78874843,78.87,11.0,0,43.0,22.0,0,0,0,0,0
974,17000000,16.574021,96.0,33000000,33.0,17.0,1,12.0,19.0,0,1,1,0,0
975,20000000,8.16645,88.0,39300000,39.3,20.0,1,12.0,4.0,1,1,0,0,0
976,80000000,9.034884,126.0,39459427,39.46,80.0,0,13.0,34.0,0,0,0,0,0
977,11000000,5.010562999999999,93.0,12935800,12.94,11.0,0,13.0,6.0,0,0,0,0,0
978,60000000,9.471838,148.0,66976317,66.98,60.0,0,32.0,14.0,0,0,1,0,0
979,0,1.184009,99.0,2189047,2.19,0.0,0,4.0,1.0,0,0,0,0,0
980,80000000,8.967638,113.0,91188905,91.19,80.0,0,21.0,108.0,0,0,0,0,0
981,1000000,1.7958490000000003,94.0,1744858,1.74,1.0,0,15.0,7.0,0,0,0,0,0
982,6700000,4.987123,96.0,12118661,12.12,6.7,0,12.0,5.0,0,0,0,0,0
983,26000000,11.890138,115.0,61489265,61.49,26.0,0,19.0,24.0,0,0,0,0,0
984,35000000,13.963892000000001,118.0,46216641,46.22,35.0,0,31.0,32.0,0,0,0,0,0
985,0,0.23551799999999998,95.0,58840,0.06,0.0,0,7.0,11.0,1,0,0,0,0
986,19000000,2.727017,117.0,19738015,19.74,19.0,0,12.0,3.0,0,0,0,0,0
987,0,10.841495,98.0,23570541,23.57,0.0,0,15.0,54.0,1,0,0,0,0
988,31000000,14.505987,157.0,134095253,134.1,31.0,0,43.0,48.0,0,0,0,0,0
989,20000000,4.15656,84.0,1675706,1.68,20.0,0,5.0,4.0,0,0,0,0,0
990,0,7.594022,106.0,13885802,13.89,0.0,0,6.0,12.0,0,0,1,0,0
991,0,2.165608,96.0,49667,0.05,0.0,0,5.0,17.0,0,0,0,0,0
992,609000,7.122093,101.0,3202000,3.2,0.61,0,8.0,20.0,0,0,0,0,0
993,22000000,9.763928,115.0,28744356,28.74,22.0,0,13.0,34.0,1,0,1,0,0
994,0,7.122938,111.0,65595485,65.6,0.0,0,13.0,33.0,0,0,0,0,0
995,6000000,4.664474,141.0,1530216,1.53,6.0,0,8.0,11.0,1,0,0,0,0
996,15000000,9.285519,120.0,77000000,77.0,15.0,0,49.0,27.0,0,0,1,0,0
997,1200000,23.508433,103.0,103911669,103.91,1.2,1,17.0,67.0,0,1,0,0,0
998,60000000,6.5049269999999995,92.0,164433867,164.43,60.0,1,52.0,32.0,0,1,0,0,0
999,0,10.101183,115.0,17808,0.02,0.0,0,22.0,17.0,0,0,0,0,0
1000,6788000,7.881010000000001,103.0,13878334,13.88,6.79,0,7.0,11.0,0,0,0,0,0
1001,10500000,8.253705,100.0,42070000,42.07,10.5,0,47.0,16.0,0,0,0,0,0
1002,20000000,10.448481,106.0,21284514,21.28,20.0,0,14.0,16.0,0,0,0,0,0
1003,0,5.185771,119.0,1841260,1.84,0.0,0,20.0,28.0,0,0,0,0,0
1004,1000000,10.766409,104.0,4235151,4.24,1.0,0,9.0,8.0,0,0,0,0,0
1005,73000000,8.884406,118.0,151493655,151.49,73.0,0,21.0,120.0,0,0,0,0,0
1006,2000000,0.717595,90.0,30,0.0,2.0,0,9.0,10.0,0,0,0,0,0
1007,0,0.007877,60.0,60,0.0,0.0,0,1.0,8.0,0,0,0,0,0
1008,3000000,8.122042,86.0,19472057,19.47,3.0,1,12.0,6.0,0,1,0,0,0
1009,25000000,11.338194,130.0,56505065,56.51,25.0,0,42.0,57.0,0,0,1,0,0
1010,35000000,17.310647,125.0,140795793,140.8,35.0,0,34.0,22.0,0,0,0,0,0
1011,0,9.385078,115.0,41410568,41.41,0.0,0,30.0,9.0,0,0,0,0,0
1012,17000000,11.03595,112.0,115350426,115.35,17.0,1,125.0,29.0,1,1,0,0,0
1013,12000000,5.914833,114.0,22750363,22.75,12.0,0,24.0,17.0,0,0,0,0,0
1014,0,6.093938,105.0,957240,0.96,0.0,0,11.0,46.0,0,0,0,0,0
1015,9200000,0.882864,157.0,21000000,21.0,9.2,0,12.0,8.0,0,0,0,0,0
1016,40000000,12.589019,99.0,114830111,114.83,40.0,0,20.0,30.0,1,0,0,0,0
1017,27000000,9.644085,109.0,29000000,29.0,27.0,0,38.0,63.0,1,0,0,0,0
1018,30000000,12.727269,118.0,47042000,47.04,30.0,0,34.0,42.0,1,0,0,0,0
1019,10000000,6.703892,92.0,6272403,6.27,10.0,0,7.0,3.0,0,0,1,0,0
1020,0,1.081517,40.0,87600000,87.6,0.0,0,6.0,10.0,0,0,0,0,0
1021,75000000,12.287636000000001,114.0,108000000,108.0,75.0,0,17.0,18.0,0,0,1,0,0
1022,0,2.1624950000000003,71.0,44057737,44.06,0.0,1,10.0,11.0,0,1,0,0,0
1023,0,7.587797,100.0,19910002,19.91,0.0,0,18.0,22.0,0,0,0,0,0
1024,4000000,10.714172999999999,94.0,20045115,20.05,4.0,0,19.0,38.0,0,0,0,0,0
1025,0,5.819403,91.0,4187,0.0,0.0,0,24.0,71.0,0,0,0,0,0
1026,32000000,14.958098000000001,111.0,27635305,27.64,32.0,0,15.0,14.0,1,0,1,0,0
1027,0,4.119518,103.0,6472990,6.47,0.0,0,19.0,5.0,0,0,0,0,0
1028,137731,1.78367,83.0,1778391,1.78,0.14,0,10.0,9.0,0,0,1,0,0
1029,53000000,8.657364999999999,116.0,157387195,157.39,53.0,0,18.0,32.0,0,0,0,0,0
1030,1800000,5.550496,93.0,21107746,21.11,1.8,0,15.0,17.0,1,0,0,0,0
1031,2000000,7.636625,90.0,11125849,11.13,2.0,0,4.0,11.0,1,0,0,0,0
1032,5000000,7.66414,106.0,40266982,40.27,5.0,0,20.0,12.0,1,0,0,0,0
1033,0,5.889414,92.0,29235353,29.24,0.0,0,8.0,10.0,0,0,0,0,0
1034,0,6.990989999999999,138.0,38901218,38.9,0.0,0,23.0,31.0,0,0,0,0,0
1035,15000000,6.617708,115.0,30127963,30.13,15.0,0,65.0,6.0,0,0,0,0,0
1036,280379,8.913793,90.0,364937,0.36,0.28,1,14.0,14.0,0,1,0,0,0
1037,30000000,8.599342,92.0,35078241,35.08,30.0,0,25.0,12.0,0,0,0,0,0
1038,135000000,13.047775999999999,112.0,245623848,245.62,135.0,1,25.0,14.0,1,1,1,0,0
1039,0,3.751532,98.0,45250,0.05,0.0,0,4.0,3.0,0,0,0,0,0
1040,40000000,6.475665,130.0,5446000,5.45,40.0,0,10.0,45.0,0,0,1,0,0
1041,56000000,7.81645,95.0,113006880,113.01,56.0,0,76.0,14.0,1,0,0,0,0
1042,100000000,18.932203,131.0,347451894,347.45,100.0,1,38.0,125.0,0,1,1,0,0
1043,0,0.6545489999999999,89.0,331000,0.33,0.0,0,15.0,3.0,0,0,0,0,0
1044,2000000,3.462653,123.0,38135878,38.14,2.0,0,18.0,11.0,1,0,0,0,0
1045,14000000,14.260779000000001,119.0,320145693,320.15,14.0,0,14.0,7.0,0,0,0,0,0
1046,0,11.067992,93.0,1519796,1.52,0.0,1,12.0,24.0,0,1,0,0,0
1047,15000000,10.527141,111.0,76286096,76.29,15.0,0,24.0,58.0,0,0,0,0,0
1048,5000000,8.466725,97.0,26888376,26.89,5.0,1,21.0,8.0,0,1,0,0,0
1049,60000000,12.789812,130.0,218340595,218.34,60.0,1,47.0,35.0,1,1,0,0,0
